,peak_rank,debut_rank,lifetime_peak_rank,sensationality,avg_rank_score,std_rank_score,time_on_chart,num_occurrences,rank_sum,skewness,kurtosis,spotify_popularity,top_10,top_25,top_50
494,31,0.03225806451612903,31,0.1508907319106363,0.015205179544929882,0.006267988387899343,10,10,0.1520517954492988,1.8645017142719296,2.604399877765836,78.0,False,False,True
495,34,0.029411764705882353,34,0.040625347990164595,0.020323859881031064,0.009087904824851289,2,2,0.04064771976206213,0.0,-2.0,65.0,False,False,True
496,37,0.02702702702702703,37,0.03905534430684443,0.01953760989905568,0.007489417127971345,2,2,0.03907521979811136,6.931048720293709e-16,-2.0,86.0,False,False,True
497,39,0.02564102564102564,39,0.03572682344718969,0.017871017871017872,0.007770007770007769,2,2,0.035742035742035744,-3.3856122413405954e-16,-2.0,65.0,False,False,True
498,41,0.024390243902439025,41,0.09558461017233544,0.013757330567350798,0.004868311234539375,7,7,0.08254398340410479,1.6097053855807164,0.8746377343799789,70.0,False,False,True
499,43,0.023255813953488372,43,0.02325162235730094,0.023255813953488372,0.0,1,1,0.023255813953488372,0.0,-3.0,83.0,False,False,True
500,17,0.022727272727272728,17,0.5729875079616917,0.03239396789647285,0.014943018924191183,20,20,0.5830914221365112,0.3681423578678255,-1.28199690106621,80.0,False,True,True
501,9,0.019230769230769232,9,0.9613766945527265,0.04298666018662619,0.02608753095012261,42,42,1.2895998055987856,1.1391354326686007,0.2605530936522351,83.0,True,True,True
502,54,0.018518518518518517,54,0.018516401922884285,0.018518518518518517,0.0,1,1,0.018518518518518517,0.0,-3.0,0.0,False,False,False
503,55,0.01818181818181818,55,0.018179814940573413,0.01818181818181818,0.0,1,1,0.01818181818181818,0.0,-3.0,57.0,False,False,False
504,56,0.017857142857142856,56,0.028053861370604283,0.014030612244897957,0.003826530612244898,2,2,0.028061224489795915,7.086405632819285e-16,-1.9999999999999998,69.0,False,False,False
505,57,0.017543859649122806,57,0.01754205994664937,0.017543859649122806,0.0,1,1,0.017543859649122806,0.0,-3.0,78.0,False,False,False
