billboard_name,spotify_name,artist,duration_ms,spotify_id,spotify_uri,spotify_external_url,spotify_popularity,spotify_artist_popularity,spotify_artist_popularity_mean,explicit,preview_url,preview_url_audio,full_audio,full_audio_duration_s,artist_genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,audio_analysis_file
KEII,Keii,Anuel AA,210000.0,5eEQCfq7MXQr6aHLNRUZLs,spotify:track:5eEQCfq7MXQr6aHLNRUZLs,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs,67.0,[90],90.0,False,https://p.scdn.co/mp3-preview/cd9429f3b8d39fc926c3530aaacc609d236c1e99?cid=064f7f00e33f41f2ba917f2f07083867,previews/KEII.wav,Anuel AA  Keii LetraLyrics.wav,240.0,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",0.708,0.797,0.0,-3.095,0.0,0.0391,0.4,0.0,0.096,0.51,88.015,4.0,KEII.json
Believe,Believer,Meek Mill Featuring Justin Timberlake,204346.0,0pqnGHJpmpxLKifKRmU6WP,spotify:track:0pqnGHJpmpxLKifKRmU6WP,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,88.0,[93],93.0,False,,,Meek Mill Justin Timberlake  Believe Lyrics.wav,211.0,"['modern rock', 'rock']",0.776,0.78,10.0,-4.374,0.0,0.128,0.0622,0.0,0.081,0.666,124.949,4.0,Believe.json
Whats Poppin,WHATS POPPIN,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",139741.0,1jaTQ3nqY3oAAYyCTbIvnM,spotify:track:1jaTQ3nqY3oAAYyCTbIvnM,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM,81.0,[90],90.0,True,https://p.scdn.co/mp3-preview/a31372dcd8cd374c43df3e229272f73032a43cec?cid=064f7f00e33f41f2ba917f2f07083867,previews/Whats Poppin.wav,Jack Harlow  WHATS POPPIN feat Dababy Tory Lanez  Lil Wayne Official Video.wav,228.0,"['deep underground hip hop', 'kentucky hip hop', 'rap']",0.923,0.604,11.0,-6.671,0.0,0.245,0.017,0.0,0.272,0.826,145.062,4.0,Whats Poppin.json
No Judgement,No Judgement,Niall Horan,176283.0,2sGF7DBXvL2GjkbG606m1G,spotify:track:2sGF7DBXvL2GjkbG606m1G,https://open.spotify.com/track/2sGF7DBXvL2GjkbG606m1G,64.0,[81],81.0,False,,,Niall Horan  No Judgement Lyrics.wav,175.0,"['dance pop', 'pop', 'post-teen pop']",0.723,0.726,1.0,-3.835,0.0,0.0472,0.0564,0.000126,0.057,0.962,100.051,4.0,No Judgement.json
No Time To Die,No Time To Die,Billie Eilish,242265.0,73SpzrcaHk0RQPFP73vqVR,spotify:track:73SpzrcaHk0RQPFP73vqVR,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR,79.0,[92],92.0,False,,,Billie Eilish  No Time To Die Lyrics.wav,276.0,"['art pop', 'electropop', 'pop']",0.38,0.219,4.0,-13.273,0.0,0.0358,0.917,0.0104,0.0827,0.0517,73.537,4.0,No Time To Die.json
Numbers,Phone Numbers,"A Boogie Wit da Hoodie Featuring Roddy Ricch, Gunna & London On Da Track",146826.0,3f9Mzvd3URfbbIJBX4pz9Z,spotify:track:3f9Mzvd3URfbbIJBX4pz9Z,https://open.spotify.com/track/3f9Mzvd3URfbbIJBX4pz9Z,75.0,"[80, 69]",74.5,True,https://p.scdn.co/mp3-preview/fea16a152c3d86e9e2f7fd3e8635b8ddd6ca3c48?cid=064f7f00e33f41f2ba917f2f07083867,previews/Numbers.wav,A Boogie Wit da Hoodie  Numbers feat Roddy Ricch Gunna  London On Da Track Official Audio.wav,189.0,"['alternative pop rock', 'pop', 'trap', 'underground hip hop']",0.884,0.539,1.0,-6.389,0.0,0.208,0.239,0.0,0.0805,0.776,85.008,4.0,Numbers.json
Forever,Always Forever,Justin Bieber Featuring Post Malone & Clever,223746.0,2enPRFda84VE2wtI8c86Uf,spotify:track:2enPRFda84VE2wtI8c86Uf,https://open.spotify.com/track/2enPRFda84VE2wtI8c86Uf,81.0,[74],74.0,False,https://p.scdn.co/mp3-preview/afc5ab98fc4b523c8680d7a80576b0a1d28b32fe?cid=064f7f00e33f41f2ba917f2f07083867,previews/Forever.wav,Justin Bieber  Forever feat Post Malone  CleverAudio.wav,220.0,"['experimental pop', 'indie surf']",0.174,0.742,8.0,-5.93,1.0,0.0485,0.00181,0.281,0.198,0.36,163.378,4.0,Forever.json
To Die For,To Die For,Sam Smith,193795.0,2ZTYlnhhV1UAReg7wIGolx,spotify:track:2ZTYlnhhV1UAReg7wIGolx,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx,69.0,[86],86.0,False,,,Sam Smith  To Die For Lyrics.wav,193.0,"['dance pop', 'pop', 'uk pop']",0.483,0.361,0.0,-7.889,1.0,0.0738,0.832,4.66e-06,0.098,0.307,171.649,4.0,To Die For.json
g n f (Give No Fxk),Give No Fxk,"Migos, Young Thug & Travis Scott",224243.0,6ZelF5APDN5r6XnFqcnvWR,spotify:track:6ZelF5APDN5r6XnFqcnvWR,https://open.spotify.com/track/6ZelF5APDN5r6XnFqcnvWR,56.0,"[82, 92, 90]",88.0,True,,,Migos Young Thug Travis Scott  Give No Fxk Official Video.wav,234.0,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap', 'slap house', 'atl trap', 'gangster rap', 'melodic rap']",0.904,0.627,1.0,-5.608,1.0,0.222,0.0303,5.68e-06,0.0923,0.236,145.976,4.0,g n f Give No Fxk.json
Dior,Mood (feat. iann dior),Pop Smoke,140533.0,4jPy3l0RUwlUI9T5XHBW2m,spotify:track:4jPy3l0RUwlUI9T5XHBW2m,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m,86.0,"[81, 83]",82.0,True,https://p.scdn.co/mp3-preview/9f4d2e78c5f0ebb373b28f702597b4f344a8310c?cid=064f7f00e33f41f2ba917f2f07083867,previews/Dior.wav,POP SMOKE  DIOR Official Lyric Video.wav,216.0,"['cali rap', 'pop rap', 'melodic rap']",0.701,0.716,7.0,-3.671,0.0,0.0361,0.174,0.0,0.324,0.732,91.007,4.0,Dior.json
Me And My Guitar,Me and My Guitar,A Boogie Wit da Hoodie,161764.0,6cZH4rX1KTt1aJ3Ql6Ynja,spotify:track:6cZH4rX1KTt1aJ3Ql6Ynja,https://open.spotify.com/track/6cZH4rX1KTt1aJ3Ql6Ynja,74.0,[86],86.0,True,https://p.scdn.co/mp3-preview/0ebd95bc337f066cfaf21d0bbe8ea65c86689aab?cid=064f7f00e33f41f2ba917f2f07083867,previews/Me And My Guitar.wav,A Boogie Wit Da Hoodie  Me and My Guitar Lyrics.wav,162.0,"['melodic rap', 'rap', 'trap']",0.644,0.587,7.0,-6.736,0.0,0.353,0.473,0.0,0.0759,0.68,173.972,4.0,Me And My Guitar.json
Go Stupid,Go Stupid,Polo G Featuring NLE Choppa & Stunna 4 Vegas,165726.0,4PklAHGXT5ityno3IA8SKd,spotify:track:4PklAHGXT5ityno3IA8SKd,https://open.spotify.com/track/4PklAHGXT5ityno3IA8SKd,74.0,"[90, 65, 81, 71]",76.75,True,https://p.scdn.co/mp3-preview/b63e59ed6e49325fcbb798cd7513a9fda4bb215b?cid=064f7f00e33f41f2ba917f2f07083867,previews/Go Stupid.wav,Polo G Stunna 4 Vegas  NLE Choppa feat Mike WiLL MadeIt  Go Stupid Official Video.wav,175.0,"['chicago rap', 'trap', 'memphis hip hop', 'atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'underground hip hop']",0.92,0.833,1.0,-3.18,1.0,0.253,0.0277,0.0,0.0596,0.645,141.034,4.0,Go Stupid.json
Might Not Give Up,Might Not Give Up (feat. Young Thug),A Boogie Wit da Hoodie Featuring Young Thug,225265.0,4l2rsMfr20dj6nf6i6F3Y8,spotify:track:4l2rsMfr20dj6nf6i6F3Y8,https://open.spotify.com/track/4l2rsMfr20dj6nf6i6F3Y8,55.0,"[86, 90]",88.0,True,https://p.scdn.co/mp3-preview/ace754f07b6840f405d0a3c1ea50dece5b7ff9ea?cid=064f7f00e33f41f2ba917f2f07083867,previews/Might Not Give Up.wav,A Boogie Wit da Hoodie  Might Not Give Up Lyrics ft Young Thug.wav,225.0,"['melodic rap', 'rap', 'trap', 'atl hip hop', 'atl trap', 'gangster rap', 'hip hop']",0.687,0.592,2.0,-6.378,1.0,0.224,0.203,0.0,0.279,0.246,178.83,4.0,Might Not Give Up.json
Thug Love,Way 2 Sexy (with Future & Young Thug),A Boogie Wit da Hoodie,257604.0,0k1WUmIRnG3xU6fvvDVfRG,spotify:track:0k1WUmIRnG3xU6fvvDVfRG,https://open.spotify.com/track/0k1WUmIRnG3xU6fvvDVfRG,84.0,"[98, 91, 90]",93.0,True,,,A Boogie Wit da Hoodie  Thug Love Lyrics.wav,182.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap', 'atl hip hop', 'pop rap', 'southern hip hop', 'trap', 'atl trap', 'gangster rap', 'melodic rap']",0.803,0.597,11.0,-6.035,0.0,0.141,0.000619,4.5e-06,0.323,0.331,136.008,4.0,Thug Love.json
After Hours,After Hours,The Weeknd,361026.0,2p8IUWQDrpjuFltbdgLOag,spotify:track:2p8IUWQDrpjuFltbdgLOag,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag,76.0,[97],97.0,False,,,The Weeknd  After Hours Lyrics.wav,360.0,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.664,0.572,5.0,-6.099,0.0,0.0305,0.0811,0.00604,0.121,0.143,108.959,4.0,After Hours.json
Ignorantes,Ignorantes,Bad Bunny & Sech,210606.0,38RIEav39FGi86jppxO0du,spotify:track:38RIEav39FGi86jppxO0du,https://open.spotify.com/track/38RIEav39FGi86jppxO0du,76.0,"[100, 88]",94.0,True,https://p.scdn.co/mp3-preview/012fea3bbc2e414af606c6658dcbf546240e3996?cid=064f7f00e33f41f2ba917f2f07083867,previews/Ignorantes.wav,BAD BUNNY x SECH  IGNORANTES  YHLQMDLG Video Oficial.wav,248.0,"['latin', 'reggaeton', 'trap latino', 'panamanian pop']",0.85,0.536,1.0,-5.161,1.0,0.0599,0.267,3.89e-05,0.0996,0.505,96.029,4.0,Ignorantes.json
Stain,The Stains of Time - Maniac Agenda Mix,A Boogie Wit da Hoodie Featuring DaBaby,130186.0,5LLhdR6qdQvAfSm2C0EYj4,spotify:track:5LLhdR6qdQvAfSm2C0EYj4,https://open.spotify.com/track/5LLhdR6qdQvAfSm2C0EYj4,66.0,[54],54.0,False,https://p.scdn.co/mp3-preview/eeba6dd845dcbfd950826981d95538bd97026850?cid=064f7f00e33f41f2ba917f2f07083867,previews/Stain.wav,A Boogie Wit da Hoodie  Stain ft DaBaby Lyrics.wav,175.0,[],0.259,0.923,1.0,-5.53,1.0,0.0908,2.5e-06,0.103,0.155,0.593,199.806,4.0,Stain.json
Come Around Me,Come Around Me,Justin Bieber,200773.0,2o9LAypwGH4ctV0i9boo6d,spotify:track:2o9LAypwGH4ctV0i9boo6d,https://open.spotify.com/track/2o9LAypwGH4ctV0i9boo6d,68.0,[96],96.0,False,,,Justin Bieber  Come Around Me Lyrics.wav,201.0,"['canadian pop', 'pop']",0.648,0.681,2.0,-8.389,0.0,0.0378,0.263,0.00783,0.0971,0.767,157.941,4.0,Come Around Me.json
Cinderella Story,Cinderella Story,A Boogie Wit da Hoodie,185454.0,18AIesWCXvIbXu8RqQw1E1,spotify:track:18AIesWCXvIbXu8RqQw1E1,https://open.spotify.com/track/18AIesWCXvIbXu8RqQw1E1,54.0,[86],86.0,True,https://p.scdn.co/mp3-preview/b53d421f2f27ef3ececc745bb0a314ebdfe37cd2?cid=064f7f00e33f41f2ba917f2f07083867,previews/Cinderella Story.wav,A Boogie Wit da Hoodie  Cinderella Story Lyrics.wav,186.0,"['melodic rap', 'rap', 'trap']",0.639,0.571,4.0,-7.332,1.0,0.511,0.272,0.0,0.144,0.569,88.047,4.0,Cinderella Story.json
Habitual,Habitual,Justin Bieber,168200.0,40qyPyljksBEqlNw5sW37T,spotify:track:40qyPyljksBEqlNw5sW37T,https://open.spotify.com/track/40qyPyljksBEqlNw5sW37T,64.0,[96],96.0,False,,,Justin Bieber  Habitual Lyrics.wav,167.0,"['canadian pop', 'pop']",0.764,0.443,4.0,-6.625,1.0,0.0439,0.52,1.96e-05,0.0749,0.63,138.999,4.0,Habitual.json
All Around Me,All Around Me,Justin Bieber,198506.0,1zN6ynJG4PdR61YWv4PQ3Y,spotify:track:1zN6ynJG4PdR61YWv4PQ3Y,https://open.spotify.com/track/1zN6ynJG4PdR61YWv4PQ3Y,67.0,[63],63.0,False,,,Justin Bieber  All Around Me Lyrics.wav,137.0,"['alternative metal', 'christian alternative rock', 'nu metal', 'post-grunge']",0.473,0.871,9.0,-4.893,1.0,0.0456,0.0216,0.0,0.0525,0.47,146.975,4.0,All Around Me.json
ON,Wasted On You,BTS,178520.0,3cBsEDNhFI9E82vPj3kvi3,spotify:track:3cBsEDNhFI9E82vPj3kvi3,https://open.spotify.com/track/3cBsEDNhFI9E82vPj3kvi3,81.0,[87],87.0,False,,,BTS 방탄소년단  ON Color Coded Lyrics EngRomHan가사.wav,290.0,['contemporary country'],0.505,0.657,11.0,-5.24,0.0,0.0318,0.373,0.00107,0.126,0.252,196.0,3.0,ON.json
Lil Top,Lil Top,YoungBoy Never Broke Again,185745.0,1aMokXl3uKDvCh4BBcjFOA,spotify:track:1aMokXl3uKDvCh4BBcjFOA,https://open.spotify.com/track/1aMokXl3uKDvCh4BBcjFOA,66.0,[89],89.0,True,https://p.scdn.co/mp3-preview/6c0f26efcc6b02db345dc627a59e065e8eff13ad?cid=064f7f00e33f41f2ba917f2f07083867,previews/Lil Top.wav,YoungBoy Never Broke Again  Lil Top Lyrics.wav,190.0,"['baton rouge rap', 'trap']",0.708,0.654,5.0,-6.76,0.0,0.369,0.0556,0.0,0.208,0.697,168.032,4.0,Lil Top.json
Red Eye,Red Eye (feat. TroyBoi),YoungBoy Never Broke Again,187452.0,24OeEKPQ8qqNZnPevRHxUT,spotify:track:24OeEKPQ8qqNZnPevRHxUT,https://open.spotify.com/track/24OeEKPQ8qqNZnPevRHxUT,73.0,"[96, 69]",82.5,False,,,YoungBoy Never Broke Again  Red Eye Lyrics.wav,156.0,"['canadian pop', 'pop', 'bass trap', 'edm', 'electro house', 'electronic trap']",0.815,0.816,5.0,-4.393,0.0,0.0513,0.0501,0.000887,0.0761,0.774,96.033,4.0,Red Eye.json
Fine By Time,Fine By Time,YoungBoy Never Broke Again,175339.0,0KVEBQA98JvkmB5ZydQ13k,spotify:track:0KVEBQA98JvkmB5ZydQ13k,https://open.spotify.com/track/0KVEBQA98JvkmB5ZydQ13k,57.0,[89],89.0,True,https://p.scdn.co/mp3-preview/ad6644e0d9d73f36421616fcca73e568f67b981f?cid=064f7f00e33f41f2ba917f2f07083867,previews/Fine By Time.wav,YoungBoy Never Broke Again  Fine By Time Official Music Video.wav,177.0,"['baton rouge rap', 'trap']",0.506,0.787,8.0,-6.634,1.0,0.161,0.254,0.0,0.112,0.333,99.956,4.0,Fine By Time.json
Bad Bad,Bad Habits,YoungBoy Never Broke Again,230746.0,3rmo8F54jFF8OgYsqTxm5d,spotify:track:3rmo8F54jFF8OgYsqTxm5d,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d,93.0,[96],96.0,False,https://p.scdn.co/mp3-preview/043f28a973add316f01a36a68f870f588d1dbb8e?cid=064f7f00e33f41f2ba917f2f07083867,previews/Bad Bad.wav,YoungBoy Never Broke Again  Bad Bad Official Music Video.wav,146.0,"['pop', 'uk pop']",0.807,0.893,11.0,-3.745,0.0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,4.0,Bad Bad.json
Knocked Off,Knocked Off,YoungBoy Never Broke Again,127983.0,7MYFKS7XpVz1JQDK38pr8N,spotify:track:7MYFKS7XpVz1JQDK38pr8N,https://open.spotify.com/track/7MYFKS7XpVz1JQDK38pr8N,58.0,[89],89.0,True,https://p.scdn.co/mp3-preview/928f818129adf8748c4aac928219f0b204074968?cid=064f7f00e33f41f2ba917f2f07083867,previews/Knocked Off.wav,NBA Youngboy  Knocked Off Lyrics.wav,133.0,"['baton rouge rap', 'trap']",0.752,0.653,6.0,-4.607,0.0,0.293,0.0647,0.0,0.125,0.569,165.046,4.0,Knocked Off.json
Moral Of The Story,Moral of the Story,Ashe Featuring Niall Horan,201083.0,2nC3QhMI9reBIOWutbU3Tj,spotify:track:2nC3QhMI9reBIOWutbU3Tj,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj,78.0,[74],74.0,True,https://p.scdn.co/mp3-preview/bbb9ea0ed9ac30a639ee48e81a7192d754aab457?cid=064f7f00e33f41f2ba917f2f07083867,previews/Moral Of The Story.wav,Ashe feat Niall Horan  Moral of the Story lyrics.wav,199.0,"['alt z', 'electropop', 'pop']",0.572,0.406,10.0,-8.624,1.0,0.0427,0.587,4.48e-06,0.102,0.265,119.812,4.0,Moral Of The Story.json
RIP Lil Phat,RIP Lil Phat,YoungBoy Never Broke Again,146802.0,5YEAvnL3klXUE7etBXvMlp,spotify:track:5YEAvnL3klXUE7etBXvMlp,https://open.spotify.com/track/5YEAvnL3klXUE7etBXvMlp,58.0,[89],89.0,True,https://p.scdn.co/mp3-preview/770e1ff8f1c8ed7407373e3ad1c024370dd852f8?cid=064f7f00e33f41f2ba917f2f07083867,previews/RIP Lil Phat.wav,YoungBoy Never Broke Again  RIP Lil Phat Lyrics.wav,147.0,"['baton rouge rap', 'trap']",0.652,0.798,6.0,-5.347,0.0,0.333,0.157,0.0,0.118,0.608,169.857,4.0,RIP Lil Phat.json
My Time,Losing My Religion,BTS,268426.0,31AOj9sFz2gM0O3hMARRBx,spotify:track:31AOj9sFz2gM0O3hMARRBx,https://open.spotify.com/track/31AOj9sFz2gM0O3hMARRBx,83.0,[76],76.0,False,,,Jungkook BTS My Time 시차 Lyrics.wav,234.0,"['alternative rock', 'athens indie', 'permanent wave', 'pop rock', 'rock']",0.666,0.855,9.0,-5.051,0.0,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,4.0,My Time.json
Long RD,Long RD,YoungBoy Never Broke Again,175527.0,4RhRDVXc3xFojyyjyh1jmN,spotify:track:4RhRDVXc3xFojyyjyh1jmN,https://open.spotify.com/track/4RhRDVXc3xFojyyjyh1jmN,54.0,[89],89.0,True,https://p.scdn.co/mp3-preview/5e8dc154762b4835f2658b9013843fb55e1baf66?cid=064f7f00e33f41f2ba917f2f07083867,previews/Long RD.wav,YoungBoy Never Broke Again  Long RD Lyrics.wav,176.0,"['baton rouge rap', 'trap']",0.768,0.565,4.0,-7.203,0.0,0.0525,0.143,0.0,0.277,0.307,129.866,4.0,Long RD.json
Filter,Filter,BTS,180220.0,4bZZVcgWWMWPBwzTTp642w,spotify:track:4bZZVcgWWMWPBwzTTp642w,https://open.spotify.com/track/4bZZVcgWWMWPBwzTTp642w,79.0,[96],96.0,False,https://p.scdn.co/mp3-preview/9caca0432b210d82f44af5689196522b7119bc77?cid=064f7f00e33f41f2ba917f2f07083867,previews/Filter.wav,BTS JIMIN  FILTER Lyrics Color CodedHanRomEng.wav,218.0,"['k-pop', 'k-pop boy group']",0.779,0.762,10.0,-5.188,0.0,0.0631,0.0224,0.0,0.121,0.859,110.043,4.0,Filter.json
Bat Man,Cabinet Battle #1,YoungBoy Never Broke Again,215226.0,3TfKt8mPpdXfQTMfRjHzyz,spotify:track:3TfKt8mPpdXfQTMfRjHzyz,https://open.spotify.com/track/3TfKt8mPpdXfQTMfRjHzyz,64.0,"[69, 71, 78, 70]",72.0,True,https://p.scdn.co/mp3-preview/81690a895fcaddf621eb0f91cea4cd396ce22c56?cid=064f7f00e33f41f2ba917f2f07083867,previews/Bat Man.wav,YoungBoy Never Broke Again  Bat Man Official Audio.wav,179.0,"['hollywood', 'show tunes', 'alternative hip hop']",0.607,0.658,11.0,-7.762,0.0,0.423,0.0859,0.0,0.489,0.513,87.043,4.0,Bat Man.json
The Man,Sunflower - Spider-Man: Into the Spider-Verse,Taylor Swift,158040.0,3KkXRkHbMCARz0aVfEt68P,spotify:track:3KkXRkHbMCARz0aVfEt68P,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,84.0,"[91, 82]",86.5,False,,,Taylor Swift  The Man Lyric Video.wav,200.0,"['dfw rap', 'melodic rap', 'rap', 'trap']",0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,4.0,The Man.json
Shake The Room,Shake The Room (feat. Quavo),Pop Smoke Featuring Quavo,165640.0,7rSnKi58HPIVC0FVyh04Q1,spotify:track:7rSnKi58HPIVC0FVyh04Q1,https://open.spotify.com/track/7rSnKi58HPIVC0FVyh04Q1,70.0,"[88, 83]",85.5,True,,,POP SMOKE  SHAKE THE ROOM ft Quavo Official Lyric Video.wav,166.0,"['brooklyn drill', 'atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.733,0.684,2.0,-4.748,1.0,0.177,0.142,0.0,0.179,0.437,142.04,4.0,Shake The Room.json
Feel Me,Can You Feel My Heart,Selena Gomez,228146.0,0WSa1sucoNRcEeULlZVQXj,spotify:track:0WSa1sucoNRcEeULlZVQXj,https://open.spotify.com/track/0WSa1sucoNRcEeULlZVQXj,81.0,[82],82.0,True,https://p.scdn.co/mp3-preview/e2ee6ae19b774e8d5640f74d5e8b7212bcb5390e?cid=064f7f00e33f41f2ba917f2f07083867,previews/Feel Me.wav,Selena Gomez  Feel Me Lyrics.wav,226.0,"['melodic metalcore', 'metalcore', 'rock', 'uk metalcore']",0.15,0.859,4.0,-2.827,0.0,0.0595,0.00201,0.194,0.387,0.354,170.527,5.0,Feel Me.json
Stupid Love,Stupid Love,Lady Gaga,193533.0,7yBbV2k2S2uhaQc24NF2xt,spotify:track:7yBbV2k2S2uhaQc24NF2xt,https://open.spotify.com/track/7yBbV2k2S2uhaQc24NF2xt,73.0,[87],87.0,False,,,Lady Gaga  Stupid Love Lyrics.wav,194.0,"['art pop', 'dance pop', 'pop']",0.68,0.825,8.0,-4.296,1.0,0.0702,0.00173,0.000122,0.27,0.784,117.987,4.0,Stupid Love.json
Heatin Up,Heatin Up (feat. Gunna),Lil Baby & Gunna,177314.0,7KSSdFCBHCfq4KPzz78ghk,spotify:track:7KSSdFCBHCfq4KPzz78ghk,https://open.spotify.com/track/7KSSdFCBHCfq4KPzz78ghk,69.0,"[93, 91]",92.0,True,,,Lil Baby Feat Gunna  Heatin Up Official Video.wav,212.0,"['atl hip hop', 'atl trap', 'rap', 'trap', 'melodic rap']",0.788,0.436,1.0,-9.435,1.0,0.364,0.0611,0.0,0.0979,0.341,129.847,4.0,Heatin Up.json
That Way,that way,Lil Uzi Vert,175026.0,7l97ElWmIdVHWUaOeeU5ZC,spotify:track:7l97ElWmIdVHWUaOeeU5ZC,https://open.spotify.com/track/7l97ElWmIdVHWUaOeeU5ZC,80.0,[85],85.0,False,https://p.scdn.co/mp3-preview/fd285cde70dcc62dfc4f52fd7a91e87697b02008?cid=064f7f00e33f41f2ba917f2f07083867,previews/That Way.wav,Lil Uzi Vert  That Way Lyrics.wav,212.0,['pop'],0.453,0.383,0.0,-11.015,1.0,0.163,0.728,0.0,0.387,0.333,105.029,4.0,That Way.json
Commercial,Commercial (feat. Lil Uzi Vert),Lil Baby Featuring Lil Uzi Vert,214214.0,3tDqEKKUs6gf8zMvSuLyLA,spotify:track:3tDqEKKUs6gf8zMvSuLyLA,https://open.spotify.com/track/3tDqEKKUs6gf8zMvSuLyLA,68.0,"[93, 90]",91.5,True,,,Lil Baby  Commercial feat Lil Uzi Vert LYRICS.wav,249.0,"['atl hip hop', 'atl trap', 'rap', 'trap', 'melodic rap', 'philly rap']",0.892,0.486,11.0,-8.637,0.0,0.384,0.048,0.0,0.146,0.535,120.998,4.0,Commercial.json
Live Off My Closet,Live Off My Closet (feat. Future),Lil Baby Featuring Future,173061.0,6AyWdCtEn1DdxjnxPeojR2,spotify:track:6AyWdCtEn1DdxjnxPeojR2,https://open.spotify.com/track/6AyWdCtEn1DdxjnxPeojR2,60.0,"[93, 91]",92.0,True,,,Lil Baby  Live Off My Closet Ft Future Lyrics Video.wav,173.0,"['atl hip hop', 'atl trap', 'rap', 'trap', 'hip hop', 'pop rap', 'southern hip hop']",0.807,0.678,6.0,-3.244,0.0,0.177,0.0345,0.0,0.0986,0.21,147.004,4.0,Live Off My Closet.json
Emotionally Scarred,Emotionally Scarred,Lil Baby,197529.0,0OmgCBfkjWl8lZ5n6gjcQf,spotify:track:0OmgCBfkjWl8lZ5n6gjcQf,https://open.spotify.com/track/0OmgCBfkjWl8lZ5n6gjcQf,3.0,[93],93.0,True,,,Lil Baby  Emotionally Scarred LYRICS.wav,230.0,"['atl hip hop', 'atl trap', 'rap', 'trap']",0.585,0.641,6.0,-4.269,0.0,0.133,0.0286,0.0,0.316,0.266,88.284,4.0,Emotionally Scarred.json
Si Veo A Tu Mama,Si Veo a Tu Mamá,Bad Bunny,170971.0,41wtwzCZkXwpnakmwJ239F,spotify:track:41wtwzCZkXwpnakmwJ239F,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F,84.0,[100],100.0,False,https://p.scdn.co/mp3-preview/b7ee6f127e09252d6897c38503f9558f1dceaf66?cid=064f7f00e33f41f2ba917f2f07083867,previews/Si Veo A Tu Mama.wav,Bad Bunny   Si Veo a Tu Mamá Letra.wav,172.0,"['latin', 'reggaeton', 'trap latino']",0.9,0.603,2.0,-5.313,1.0,0.0646,0.402,4.81e-06,0.134,0.824,129.928,4.0,Si Veo A Tu Mama.json
La Dificil,La Difícil,Bad Bunny,163084.0,6NfrH0ANGmgBXyxgV2PeXt,spotify:track:6NfrH0ANGmgBXyxgV2PeXt,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt,83.0,[100],100.0,True,https://p.scdn.co/mp3-preview/9f0ba371413d258d4f772f1d996acaa83894a4af?cid=064f7f00e33f41f2ba917f2f07083867,previews/La Dificil.wav,Bad Bunny  La Difícil LetraLyrics With English Translation Video.wav,163.0,"['latin', 'reggaeton', 'trap latino']",0.685,0.848,8.0,-4.561,0.0,0.0858,0.0861,7.14e-06,0.0783,0.761,179.87,4.0,La Dificil.json
PTSD,PTSD,"G Herbo Featuring Chance The Rapper, Juice WRLD & Lil Uzi Vert",232064.0,1C8ux1YWLMHCenYJFiIV4Z,spotify:track:1C8ux1YWLMHCenYJFiIV4Z,https://open.spotify.com/track/1C8ux1YWLMHCenYJFiIV4Z,76.0,"[78, 90, 95, 81]",86.0,True,https://p.scdn.co/mp3-preview/89224b5099cde1e25cbd9cac525e8ee7559a6dd1?cid=064f7f00e33f41f2ba917f2f07083867,previews/PTSD.wav,G Herbo  PTSD ft Juice WRLD  Chance The Rapper  Lil Uzi Vert Official Audio.wav,232.0,"['chicago drill', 'chicago rap', 'drill', 'rap', 'southern hip hop', 'trap', 'melodic rap', 'philly rap', 'conscious hip hop', 'hip hop', 'pop rap']",0.883,0.808,1.0,-3.158,0.0,0.182,0.0313,0.0,0.207,0.806,119.01,4.0,PTSD.json
